x_value,y_value,z_value
302.8399089759747,271.1659202816293,1.5
301.40796654771606,271.3401825209011,1.5
300.0,271.51156067848206,1.5
298.6087741258152,271.6809467589878,1.5
297.22738739292566,271.8491917815418,1.5
295.84943243652003,272.0191463153407,1.5
294.4677619239049,272.1875610402046,1.5
293.07586614523467,272.35730814299825,1.5
291.66683617621254,272.5292403902656,1.5
290.23352101868704,272.7045198007667,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,-inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
-inf,inf,1.5
299.99999999999994,597.022647857666,1.5
308.8455367862604,480.0550376783574,1.0
317.70851221648076,479.7975418449824,1.0
326.63197026755734,479.5381600211648,1.0
335.66016608046937,479.2757612321102,1.0
344.8394650660174,479.0091788880826,1.0
354.2074900942682,478.6981464562026,1.0
363.8395229674651,478.4195141791706,1.0
373.78497414663224,478.13268528414767,1.0
384.1101443160371,477.83595862404,1.0
394.890423869366,477.5274965985027,1.0
395.9470496294261,460.0779813798158,1.0
405.2361157002919,457.49697719758905,1.0
414.83045213731833,454.83094122228135,1.0
424.7941195968464,452.06207470140487,1.0
438.83241611203175,453.1779662999078,1.0
442.47430926778327,442.47430926778327,1.0
445.9475918183124,432.2791866696895,1.0
449.27946088328446,422.51048745324823,1.0
450.3205971415575,411.4853529859747,1.0
449.02133576663266,399.5728731534631,1.0
443.7996440803157,386.19018973341167,1.0
442.6378011633458,376.2414931293431,1.0
441.4913821094086,366.9204398299296,1.0
440.37157553617715,358.143810358764,1.0
439.2878864736388,349.8380026900759,1.0
441.56554299941797,342.9434379819461,1.0
440.4779729183972,335.18790041016587,1.0
439.4550750081795,327.7393391129848,1.0
438.5031161971146,320.5449965182375,1.0
437.62869886178726,313.555243693118,1.0
481.20779841580645,308.90216828982926,1.0
491.27689361572266,300.0,1.0
494.53283583617883,290.4432145986476,1.0
497.9134883637442,280.50722278774305,1.0
501.4430960028989,270.1187394216279,1.0
505.2251922260094,259.17817116837915,1.0
497.84264276302315,250.44299781807595,1.0
308.9206273239406,297.2939572855856,1.0
308.55632993344614,296.93849619635824,1.0
477.5904112701735,226.43964310447842,1.0
471.30467615561304,218.9789222329253,1.0
465.28261091032834,211.65460388940784,1.0
459.2846828651975,204.52843520176026,1.0
453.3820956383488,197.51336025516042,1.0
447.54421681429477,190.57375100039866,1.0
441.7416623979209,183.67562389323015,1.0
435.86316175486377,176.86080796948875,1.0
430.04931043083945,169.95068956916052,1.0
424.1851629583905,162.9827871666614,1.0
310.81589037896424,286.820799440859,1.0
310.25646781278823,286.1707540507545,1.0
309.6851284961239,285.5051808805452,1.0
309.09719676487117,284.8222441444521,1.0
308.48949024005935,284.1172808776786,1.0
307.85763386676683,283.38642903806357,1.0
307.3872961690752,282.16548939935177,1.0
306.3350629533886,282.29468514333826,1.0
305.3335356867747,282.4176891490974,1.0
304.37463099059084,282.5354941141456,1.0
303.4513365115079,282.6489596550804,1.0
302.55748317842045,282.7588488750293,1.0
301.6875780600892,282.86573241352374,1.0
300.83660945444313,282.97042333532494,1.0
300.0,283.07338893413544,1.0
299.1734483387751,283.17515441955675,1.0
298.3528523066888,283.2762288162545,1.0
297.5342398102517,283.3771950376445,1.0
296.71363961097853,283.4783506309142,1.0
295.88707514986106,283.5802835924164,1.0
295.05044438324103,283.6835018009764,1.0
294.1992265916284,283.78792438795995,1.0
293.32868260964636,283.8940150773128,1.0
292.4343768703792,284.00383386825564,1.0
291.51054347686267,284.117343957603,1.0
290.55160789134095,284.2363101118717,1.0
289.55036908667364,284.3610221573883,1.0
-inf,-inf,1.0
-inf,-inf,1.0
-inf,-inf,1.0
-inf,-inf,1.0
-inf,-inf,1.0
69.98756138434769,111.23367000135516,1.0
-inf,-inf,1.0
-inf,-inf,1.0
-inf,-inf,1.0
-inf,-inf,1.0
-inf,-inf,1.0
-inf,-inf,1.0
-inf,-inf,1.0
-inf,-inf,1.0
217.61686659720357,279.3640993428987,1.0
220.40775445842866,284.168118014263,1.0
220.61823980840944,288.22482820944816,1.0
216.95077130251298,291.8203649178544,1.0
-inf,-inf,1.0
-inf,-inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
-inf,inf,1.0
219.79926827334927,564.3863805363494,1.0
239.5952787308268,541.1491649027956,1.0
259.17723346312636,505.2299063886578,1.0
271.6892714035978,490.85542939526704,1.0
282.1940372038277,480.7869741849622,1.0
291.13118057007637,480.5289667776643,1.0
299.99999999999994,480.2721834182739,1.0
306.37782644104044,429.82363963838554,0.5
312.76901812009805,429.6460166558208,0.5
319.20461108170826,429.46697157184167,0.5
325.7165274817902,429.28571420954364,0.5
332.33823102178144,429.1014550102074,0.5
339.099276060252,428.8930394599694,0.5
346.0495966490006,428.7000008826615,0.5
353.22686532118144,428.5010201410024,0.5
360.6789609930788,428.29488386048837,0.5
368.46030860060915,428.08022882223315,0.5
369.21867451503886,415.48438157243413,0.5
375.9209027273872,413.6236605285738,0.5
382.84351351143084,411.7015472149926,0.5
390.03274040422014,409.70521160088924,0.5
400.14620928765726,410.4943146631505,0.5
402.7579177818578,402.7579177818578,0.5
405.2472452040923,395.39054273779306,0.5
407.63383749285913,388.33280760588815,0.5
409.93477958032923,381.533189330047,0.5
412.16507831201943,374.9463092486366,0.5
414.38170964321534,368.55775839524654,0.5
416.51052541305506,362.2761732887556,0.5
418.6054417377686,356.09619617099474,0.5
420.6769752634998,349.98603982030414,0.5
422.73519258618865,343.91535411397825,0.5
424.7421769651899,337.84012568835055,0.5
426.8021063881212,331.762274175015,0.5
428.87795317070106,325.6354187682289,0.5
430.9797500780345,319.4290105753512,0.5
433.11810544346434,313.11098901737375,0.5
435.3561082021191,306.6496191930253,0.5
437.60337352752686,300.0,0.5
439.924416092041,293.12595423156586,0.5
442.33442830814005,285.9812824098916,0.5
444.85079186304296,278.51341474328393,0.5
447.5419123661369,270.65208892352973,0.5
442.2099152016516,264.378270632075,0.5
308.98571063514595,297.27421447897325,0.5
308.6127140988696,296.91832161937816,0.5
427.5865514259109,247.15192002297536,0.5
423.04942325991624,241.80195710431752,0.5
418.68265737840596,236.5627979870097,0.5
414.3559673800349,231.45767092352463,0.5
410.09919854910294,226.43406747745394,0.5
405.8903195525346,221.46638665894233,0.5
401.70824058918373,216.53020409595825,0.5
397.4900597975036,211.64016029502523,0.5
308.44897093701576,291.55102906298424,0.5
308.0634034669338,291.10340524849875,0.5
307.6730840445959,290.650320039527,0.5
307.275923101021,290.1895533717409,0.5
306.8696649786595,289.71881980535693,0.5
306.4520457980677,289.2354119161155,0.5
306.0206364778034,288.73618139481067,0.5
305.5725978033499,288.21773187475094,0.5
305.2384740178207,287.3532049800382,0.5
304.49230841738313,287.4448390571311,0.5
303.78210119939143,287.5320832441107,0.5
303.1021206188224,287.6156402854135,0.5
302.447393615728,287.6961214228739,0.5
301.8135464240673,287.77406309714,0.5
301.19668089540096,287.8498949693979,0.5
300.5932484024398,287.9241513505603,0.5
300.0,287.9971817135811,0.5
299.4138854606454,288.0693644696338,0.5
298.8319958035797,288.1410543803023,0.5
298.25151183425294,288.2126502491847,0.5
297.6696220924953,288.28439911402376,0.5
297.0835048258712,288.3566986005923,0.5
296.4902522063364,288.429912099495,0.5
295.88681218503376,288.50441015908007,0.5
295.26990994020457,288.5805524263957,0.5
294.6360442043511,288.6588683363569,0.5
293.98129634475345,288.7397974514779,0.5
293.3012910219591,288.82387926260145,0.5
292.59105569794235,288.9117312622729,0.5
291.84812738654375,289.0084721781272,0.5
291.5432463364185,289.6954158458969,0.5
291.2530964554578,290.34927912445715,0.5
290.9753237642812,290.9753237642812,0.5
288.87074160621466,289.91302816151006,0.5
142.78754971172927,170.97907639421123,0.5
127.82747943718098,172.3081560715521,0.5
118.16084387619674,178.49896034080217,0.5
107.9702872059247,184.90181956966666,0.5
97.18141512928653,191.59120780882284,0.5
85.71103280362121,198.6488666539822,0.5
80.99608884562048,209.2856097871037,0.5
68.57699979708553,217.19552648362497,0.5
219.73555428656363,275.6520465812475,0.5
216.12590896015416,278.9906338966202,0.5
217.45917900917718,283.5816098912548,0.5
218.04127508288082,287.8425716020354,0.5
215.40180522957397,291.66780507557803,0.5
215.2865451357093,295.83829482942934,0.5
-inf,-inf,0.5
-inf,inf,0.5
-inf,inf,0.5
-inf,inf,0.5
-inf,inf,0.5
-inf,inf,0.5
-inf,inf,0.5
-inf,inf,0.5
-inf,inf,0.5
-inf,inf,0.5
-inf,inf,0.5
50.71791107469505,449.41393408187383,0.5
58.34957652557935,461.46565080976,0.5
75.95121488418326,466.1659038727311,0.5
92.17002645435966,470.5616513873887,0.5
107.20208299719519,474.7418462682806,0.5
121.21541535331255,478.78458464668734,0.5
140.1697071835614,476.3455530946354,0.5
151.94919270880246,480.40043065047007,0.5
163.15979826248036,484.50765313307954,0.5
173.8966767110265,488.72696032554694,0.5
184.24867694364968,493.11941543245433,0.5
197.00434500740278,492.69131747720814,0.5
214.82903932821227,480.07886636225646,0.5
230.0011220348738,468.99224053430703,0.5
243.04791014466048,459.1704281477283,0.5
254.37404846237035,450.40860508199444,0.5
264.2946345042859,442.5438093401933,0.5
274.0027637529461,430.69693247093926,0.5
280.63994774923304,430.5148708148928,0.5
287.1630969600336,430.3352638139929,0.5
293.6057823532067,430.1572902964204,0.5
299.99999999999994,429.980206489563,0.5
304.15103705903266,384.49630046526096,0.0
308.31124054695687,384.38544140565676,0.0
312.5008199903711,384.2736829937472,0.0
316.74055744656874,384.16046557133643,0.0
321.0522425664478,384.0452634754697,0.0
325.4565694969764,383.9190631466663,0.0
329.9834502837113,383.7981298162495,0.0
334.6586071711486,383.67327948554845,0.0
333.4225867845592,370.6661224857033,0.0
337.7113320952203,370.5529399834471,0.0
345.0743756742236,375.20205256704713,0.0
349.43930187562813,373.9911440892238,0.0
353.9478299369094,372.74022814124845,0.0
349.59315423639794,360.4294332820792,0.0
355.1585509493136,360.8580826803999,0.0
356.5869943852019,356.5869943852019,0.0
357.9475376449078,352.52058669609266,0.0
370.05560202644557,357.49314676183724,0.0
371.5431220218679,353.05999552952517,0.0
372.98423481374726,348.76650660743195,0.0
374.4055147971955,344.59694930816806,0.0
375.7795785128873,340.5050285927956,0.0
377.13133704920153,336.48040554167346,0.0
378.4677013808677,332.50238612019746,0.0
379.7950190651574,328.55111435391484,0.0
381.0998392508871,324.60136727784516,0.0
382.4277321793434,320.6470720690668,0.0
383.7655913134241,316.66201207311013,0.0
385.11994069721993,312.6263504625277,0.0
386.4976426317992,308.5192742098924,0.0
387.9275714336454,304.3196045924148,0.0
308.18507194519043,300.0,0.0
349.79401377496555,297.5537769658585,0.0
308.55392790879944,299.1575116360463,0.0
306.9410182776359,298.97039719926516,0.0
307.06488870965114,298.5947062614895,0.0
306.8067794274021,298.29499051253737,0.0
306.56109377677683,298.009713961978,0.0
307.59053854455584,297.2840618808995,0.0
307.3187564068519,296.96847183657695,0.0
307.05561968200453,296.66294041832634,0.0
306.799687048113,296.36549155180325,0.0
306.5491276112206,296.07460397409494,0.0
306.3027734688659,295.7886214084593,0.0
306.05935584644857,295.50607542642473,0.0
305.81766940984863,295.2255621032845,0.0
305.5763912084481,294.94585361487975,0.0
305.3346581141912,294.6653418858088,0.0
305.09114189429334,294.3827905373136,0.0
304.8446318517211,294.09679900850205,0.0
304.59385835191944,293.8058990517693,0.0
304.33738911986717,293.50863844828416,0.0
304.07381129034286,293.2032564794948,0.0
303.8015361796016,292.8878260453089,0.0
302.9323566404217,293.8000527948502,0.0
302.75688100668253,293.3443004838183,0.0
302.36418708034046,293.3925397513075,0.0
301.9904187900344,293.438468598487,0.0
301.95894632191295,292.1794479025303,0.0
301.5454926218431,292.23028390741905,0.0
301.1452256169171,292.27951601009124,0.0
300.7556820913234,292.327430967929,0.0
300.374624896109,292.37433505573836,0.0
300.0,292.42046624422073,0.0
299.62988133427945,292.46606148252204,0.0
299.26243197562604,292.511346176079,0.0
298.8958695816301,292.55655733518853,0.0
298.5284221342334,292.60187847969326,0.0
298.1583061451411,292.64754599020915,0.0
297.7836858178784,292.69379128934054,0.0
297.402634056521,292.740848486333,0.0
297.01308728728435,292.7889548193372,0.0
296.6128256024218,292.8384214422841,0.0
296.19937923483224,292.8895386652568,0.0
296.47478170539966,294.11852859778037,0.0
296.10102629741385,294.1647734882283,0.0
295.70942643170883,294.21483124382763,0.0
295.5489618195288,294.5763942845691,0.0
295.39624463854267,294.92053870876043,0.0
294.30056407296064,294.30056407296064,0.0
294.13166844391077,294.6812543072728,0.0
293.9681771527456,295.04981091922264,0.0
293.8090875200823,295.40850637734667,0.0
293.653475695692,295.75938803482575,0.0
293.5005072267826,296.10435395110113,0.0
293.34939762225366,296.44517896831377,0.0
293.19939286158404,296.7835523688542,0.0
293.0497608858574,297.12111669718615,0.0
292.8997907177121,297.4595044962669,0.0
292.7487480582634,297.8003567714729,0.0
292.5958841217946,298.14536552076413,0.0
292.44041402453297,298.4963048572098,0.0
292.2814705179968,298.85506430694323,0.0
292.1181645901638,299.22370696945507,0.0
218.85773020433382,296.01373590179463,0.0
292.97116085886955,300.0,0.0
188.5293611754904,305.4762013272382,0.0
193.36819010692096,310.5023165988836,0.0
197.9163174102771,315.1426838684978,0.0
166.60053348839276,326.5348036910072,0.0
172.78613894589307,331.8654133496423,0.0
178.629554362914,336.81732217195525,0.0
186.22525978318143,340.7092529906513,0.0
191.37111999096976,344.9955553651399,0.0
196.28873268907137,349.05177630111814,0.0
201.00505382377287,352.91390113404265,0.0
205.54449530551048,356.61445077316165,0.0
208.43621053034067,361.1809681305664,0.0
212.78117279385566,364.6858908426431,0.0
217.0075183505602,368.11016948793207,0.0
221.1346810675322,371.47935854823436,0.0
225.181477605357,374.81852239464297,0.0
230.2356345178756,376.9731156744536,0.0
234.10346211306262,380.29516373927476,0.0
237.94854112224328,383.6667069007948,0.0
254.36600686200057,368.29609710376735,0.0
257.26606003616007,371.2972714871236,0.0
260.5985026642567,373.7150167426458,0.0
265.7375515921836,372.4418606930029,0.0
270.0391237794393,372.3319537122592,0.0
269.43963753706305,385.41049134335475,0.0
274.1280337544168,385.2884427082522,0.0
278.66606857767107,385.1698284255415,0.0
283.0834135093586,385.04542333636397,0.0
287.401564088918,384.93175607723026,0.0
291.6459904812723,384.8196820633485,0.0
295.8385303231571,384.70866127933994,0.0
300.0,384.5982027053833,0.0
